,MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross,Gross_Binned,Low,Mid,High
1211,Mirrors,(I) (2008),"
Horror, Mystery            ",6.1,"
An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.","
    Director:
Alexandre Aja
| 
    Stars:
Kiefer Sutherland, 
Paula Patton, 
Amy Smart, 
Cameron Boyce
",103973.0,110.0,30.69,Low,1,0,0
1216,Honeymoon,(2014),"
Drama, Fantasy, Horror            ",5.7,"
A newlywed couple finds their lake-country honeymoon descend into chaos after Paul finds Bea wandering and disoriented in the middle of the night.","
    Director:
Leigh Janiak
| 
    Stars:
Rose Leslie, 
Harry Treadaway, 
Ben Huber, 
Hanna Brown
",24861.0,87.0,0.01,Low,1,0,0
1218,Touch of Evil,(1958),"
Crime, Drama, Film-Noir            ",8.0,"
A stark, perverse story of murder, kidnapping, and police corruption in a Mexican border town.","
    Director:
Orson Welles
| 
    Stars:
Charlton Heston, 
Orson Welles, 
Janet Leigh, 
Joseph Calleia
",100664.0,95.0,2.24,Low,1,0,0
1221,True Story,(I) (2015),"
Biography, Crime, Drama            ",6.3,"
When disgraced New York Times reporter Michael Finkel meets accused killer Christian Longo - who has taken on Finkel's identity - his investigation morphs into a game of cat-and-mouse.","
    Director:
Rupert Goold
| 
    Stars:
James Franco, 
Jonah Hill, 
Felicity Jones, 
Maria Dizzia
",65679.0,99.0,4.72,Low,1,0,0
1225,Planes,(2013),"
Animation, Adventure, Comedy            ",5.7,"
A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race.","
    Director:
Klay Hall
| 
    Stars:
Carlos Alazraqui, 
Dane Cook, 
Stacy Keach, 
Brad Garrett
",43335.0,91.0,90.29,Low,1,0,0
1245,Omoide no Mânî,(2014),"
Animation, Drama, Family            ",7.7,"
Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.","
    Directors:
James Simone, 
Hiromasa Yonebayashi
| 
    Stars:
Sara Takatsuki, 
Kasumi Arimura, 
Nanako Matsushima, 
Susumu Terajima
",35523.0,103.0,0.77,Low,1,0,0
1246,The One I Love,(2014),"
Comedy, Drama, Romance            ",7.1,"
A troubled couple vacate to a beautiful getaway, but bizarre circumstances further complicate their situation.","
    Director:
Charlie McDowell
| 
    Stars:
Mark Duplass, 
Elisabeth Moss, 
Ted Danson, 
Kiana Cason
",37373.0,91.0,0.51,Low,1,0,0
1249,Jeepers Creepers 3,(2017),"
Horror            ",3.9,"
Sheriff Dan Tashtego and a team of creeper hunters enlist the help of officer Davis Tubbs to help stop the monster's eating spree.","
    Director:
Victor Salva
| 
    Stars:
Stan Shaw, 
Gabrielle Haugh, 
Brandon Smith, 
Meg Foster
",19260.0,100.0,2.24,Low,1,0,0
1254,Geronimo: An American Legend,(1993),"
Drama, History, Western            ",6.5,"
The story of the Apache chief and his armed resistance to the U.S. Government's subjugation of his people.","
    Director:
Walter Hill
| 
    Stars:
Jason Patric, 
Gene Hackman, 
Robert Duvall, 
Wes Studi
",10096.0,115.0,18.64,Low,1,0,0
1258,The Immigrant,(2013),"
Drama, Romance            ",6.6,"
1921. An innocent immigrant woman is tricked into a life of burlesque and vaudeville until a dazzling magician tries to save her and reunite her with her sister who is being held in the confines of Ellis Island.","
    Director:
James Gray
| 
    Stars:
Marion Cotillard, 
Joaquin Phoenix, 
Jeremy Renner, 
Dagmara Dominczyk
",30649.0,120.0,2.01,Low,1,0,0
1264,Step Up All In,(2014),"
Drama, Music, Romance            ",6.0,"
All-stars from the previous Step Up installments come together in glittering Las Vegas, battling for a victory that could define their dreams and their careers.","
    Director:
Trish Sie
| 
    Stars:
Ryan Guzman, 
Briana Evigan, 
Adam Sevani, 
Misha Gabriel Hamilton
",33247.0,112.0,14.9,Low,1,0,0
1294,Un long dimanche de fiançailles,(2004),"
Drama, Mystery, Romance            ",7.6,"
Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.","
    Director:
Jean-Pierre Jeunet
| 
    Stars:
Audrey Tautou, 
Gaspard Ulliel, 
Jodie Foster, 
Dominique Pinon
",71916.0,133.0,6.17,Low,1,0,0
1296,Kokuriko-zaka kara,(2011),"
Animation, Drama, Family            ",7.4,"
A group of Yokohama teens look to save their school's clubhouse from the wrecking ball in preparations for the 1964 Tokyo Olympics.","
    Director:
Gorô Miyazaki
| 
    Stars:
Sarah Bolger, 
Chris Noth, 
Anton Yelchin, 
Christina Hendricks
",38625.0,91.0,1.0,Low,1,0,0
1297,Extremely Loud & Incredibly Close,(2011),"
Adventure, Drama, Mystery            ",6.9,"
A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001.","
    Director:
Stephen Daldry
| 
    Stars:
Thomas Horn, 
Tom Hanks, 
Sandra Bullock, 
Max von Sydow
",99165.0,129.0,31.85,Low,1,0,0
1298,Red Riding Hood,(2011),"
Fantasy, Horror, Mystery            ",5.5,"
Set in a medieval village that is haunted by a werewolf, a young girl falls for an orphaned woodcutter, much to her family's displeasure.","
    Director:
Catherine Hardwicke
| 
    Stars:
Amanda Seyfried, 
Lukas Haas, 
Gary Oldman, 
Billy Burke
",109473.0,100.0,37.66,Low,1,0,0
1309,Get Rich or Die Tryin',(2005),"
Biography, Crime, Drama            ",5.4,"
A tale of an inner city drug dealer who turns away from crime to pursue his passion, rap music.","
    Director:
Jim Sheridan
| 
    Stars:
50 Cent, 
Joy Bryant, 
Adewale Akinnuoye-Agbaje, 
Omar Benson Miller
",45092.0,117.0,30.98,Low,1,0,0
1311,Hit and Run,(I) (2012),"
Action, Adventure, Comedy            ",6.1,"
Former getaway driver Charles Bronson jeopardizes his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles. The feds and Charles' former gang chase them on the road.","
    Directors:
David Palmer, 
Dax Shepard
| 
    Stars:
Dax Shepard, 
Kristen Bell, 
Bradley Cooper, 
Kristin Chenoweth
",35252.0,100.0,13.75,Low,1,0,0
1317,Duck Butter,(2018),"
Comedy, Drama, Romance            ",5.3,"
Two women, who are dissatisfied with the dishonesty they see in dating and relationships, decide to make a pact to spend 24 hours together hoping to find a new way to create intimacy.","
    Director:
Miguel Arteta
| 
    Stars:
Alia Shawkat, 
Drew Langer, 
Marc Maron, 
Mark Duplass
",3531.0,93.0,0.01,Low,1,0,0
1318,Liu lang di qiu,(2019),"
Action, Adventure, Sci-Fi            ",6.0,"
As the sun is dying out, people all around the world build giant planet thrusters to move Earth out of its orbit and sail Earth to a new star system. Yet the 2500-year journey comes with unexpected dangers, and in order to save humanity, a group of young people in this age of a wandering Earth fight hard for the survival of humankind.","
    Director:
Frant Gwo
| 
    Stars:
Jing Wu, 
Chuxiao Qu, 
Guangjie Li, 
Man-Tat Ng
",28264.0,125.0,5.88,Low,1,0,0
1319,Philomena,(2013),"
Biography, Comedy, Drama            ",7.6,"
A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.","
    Director:
Stephen Frears
| 
    Stars:
Judi Dench, 
Steve Coogan, 
Sophie Kennedy Clark, 
Mare Winningham
",96244.0,98.0,37.71,Low,1,0,0
1328,Alvin and the Chipmunks: The Squeakquel,(2009),"
Animation, Adventure, Comedy            ",4.5,"
The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.","
    Director:
Betty Thomas
| 
    Stars:
Jason Lee, 
Zachary Levi, 
David Cross, 
Justin Long
",45491.0,88.0,219.61,Mid,0,1,0
1334,In the Name of the King: A Dungeon Siege Tale,(2007),"
Action, Adventure, Fantasy            ",3.8,"
A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son, two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.","
    Director:
Uwe Boll
| 
    Stars:
Jason Statham, 
Ron Perlman, 
Ray Liotta, 
Leelee Sobieski
",46327.0,127.0,4.54,Low,1,0,0
1336,The Little Mermaid,(2018),"
Adventure, Drama, Fantasy            ",4.3,"
A young reporter and his niece discover a beautiful and enchanting creature they believe to be the real little mermaid.","
    Directors:
Blake Harris, 
Chris Bouchard
| 
    Stars:
William Moseley, 
Poppy Drayton, 
Loreto Peralta, 
Armando Gutierrez
",8546.0,85.0,7.15,Low,1,0,0
1342,Miss Bala,(2019),"
Action, Crime, Drama            ",5.8,"
Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning, inventiveness, and strength. Based on the Spanish-language film.","
    Director:
Catherine Hardwicke
| 
    Stars:
Gina Rodriguez, 
Thomas Dekker, 
Vivian Chan, 
Barbarella Pardo
",10048.0,104.0,15.01,Low,1,0,0
1343,John Dies at the End,(2012),"
Comedy, Fantasy, Horror            ",6.4,"
A new street drug that sends its users across time and dimensions has one drawback: some people return no longer human. Can two college drop-outs save humanity from this silent, otherworldly invasion?","
    Director:
Don Coscarelli
| 
    Stars:
Chase Williamson, 
Rob Mayes, 
Paul Giamatti, 
Clancy Brown
",37007.0,99.0,0.14,Low,1,0,0
1369,Kaguya-hime no monogatari,(2013),"
Animation, Adventure, Drama            ",8.0,"
Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime.","
    Director:
Isao Takahata
| 
    Stars:
Chloë Grace Moretz, 
James Caan, 
Mary Steenburgen, 
James Marsden
",41510.0,137.0,1.51,Low,1,0,0
1379,Le Petit Prince,(2015),"
Animation, Adventure, Drama            ",7.7,"
A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.","
    Director:
Mark Osborne
| 
    Stars:
Jeff Bridges, 
Mackenzie Foy, 
Rachel McAdams, 
Marion Cotillard
",58668.0,108.0,1.34,Low,1,0,0
1384,Tangerine,(2015),"
Comedy, Crime, Drama            ",7.1,"
A hooker tears through Tinseltown on Christmas Eve searching for the pimp who broke her heart.","
    Director:
Sean Baker
| 
    Stars:
Kitana Kiki Rodriguez, 
Mya Taylor, 
Karren Karagulian, 
Mickey O'Hagan
",28651.0,88.0,0.7,Low,1,0,0
1394,A Man Apart,(2003),"
Action, Crime, Drama            ",6.1,"
A man known as Diablo emerges to head a drug cartel after the previous leader is imprisoned.","
    Director:
F. Gary Gray
| 
    Stars:
Vin Diesel, 
Timothy Olyphant, 
Larenz Tate, 
Geno Silva
",46040.0,109.0,26.18,Low,1,0,0
1398,Romeo & Juliet,(II) (2013),"
Drama, Romance            ",5.8,"
Romeo and Juliet secretly wed despite the sworn contempt their families hold for each other. It is not long, however, before a chain of fateful events changes the lives of both families forever.","
    Director:
Carlo Carlei
| 
    Stars:
Hailee Steinfeld, 
Douglas Booth, 
Damian Lewis, 
Laura Morante
",11411.0,118.0,1.16,Low,1,0,0
1405,Mongol,(2007),"
Action, Biography, Drama            ",7.2,"
The story recounts the early life of Genghis Khan who was a slave before going on to conquer half the world in 1206.","
    Director:
Sergei Bodrov
| 
    Stars:
Tadanobu Asano, 
Amadu Mamadakov, 
Khulan Chuluun, 
Honglei Sun
",45408.0,126.0,5.7,Low,1,0,0
1409,The Gunman,(2015),"
Action, Crime, Thriller            ",5.8,"
A sniper on a mercenary assassination team, kills the minister of mines of the Congo. Terrier's successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself.","
    Director:
Pierre Morel
| 
    Stars:
Sean Penn, 
Idris Elba, 
Jasmine Trinca, 
Javier Bardem
",39993.0,115.0,10.64,Low,1,0,0
1449,Yip Man 3,(2015),"
Action, Biography, Drama            ",7.1,"
When a band of brutal gangsters led by a crooked property developer make a play to take over a local school, Master Ip is forced to take a stand.","
    Director:
Wilson Yip
| 
    Stars:
Donnie Yen, 
Lynn Xiong, 
Jin Zhang, 
Mike Tyson
",51648.0,105.0,2.68,Low,1,0,0
1450,Mugen no jûnin,(2017),"
Action, Drama, Fantasy            ",6.8,"
Cursed with a life of immortality, a samurai is tasked by a young girl to help avenge the death of her father. Based on the manga series by Hiroaki Samura.","
    Director:
Takashi Miike
| 
    Stars:
Takuya Kimura, 
Hana Sugisaki, 
Sôta Fukushi, 
Hayato Ichihara
",16248.0,140.0,0.15,Low,1,0,0
1456,Kal Hee,(1991),"
Animation, Drama, Romance            ",7.6,"
A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.","
    Director:
Isao Takahata
| 
    Stars:
Miki Imai, 
Toshirô Yanagiba, 
Yoko Honna, 
Mayumi Izuka
",28969.0,118.0,0.45,Low,1,0,0
1467,Kahaani,(2012),"
Mystery, Thriller            ",8.1,"
A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.","
    Director:
Sujoy Ghosh
| 
    Stars:
Vidya Balan, 
Parambrata Chattopadhyay, 
Indraneil Sengupta, 
Nawazuddin Siddiqui
",59675.0,122.0,1.04,Low,1,0,0
1473,Arbitrage,(2012),"
Drama, Thriller            ",6.6,"
A troubled hedge fund magnate desperate to complete the sale of his trading empire makes an error that forces him to turn to an unlikely person for help.","
    Director:
Nicholas Jarecki
| 
    Stars:
Richard Gere, 
Susan Sarandon, 
Brit Marling, 
Tim Roth
",51051.0,107.0,7.92,Low,1,0,0
1476,Premium Rush,(2012),"
Action, Crime, Thriller            ",6.5,"
In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.","
    Director:
David Koepp
| 
    Stars:
Joseph Gordon-Levitt, 
Michael Shannon, 
Dania Ramirez, 
Sean Kennedy
",111533.0,91.0,20.28,Low,1,0,0
1489,Gedo senki,(2006),"
Animation, Adventure, Fantasy            ",6.4,"
In a mythical land, a man and a young boy investigate a series of unusual occurrences.","
    Director:
Gorô Miyazaki
| 
    Stars:
Timothy Dalton, 
Willem Dafoe, 
Mariska Hargitay, 
Jun'ichi Okada
",37082.0,115.0,0.05,Low,1,0,0
1493,The Painted Veil,(2006),"
Drama, Romance            ",7.5,"
A British medical doctor fights a cholera epidemic in a small Chinese village, while being trapped at home in a loveless marriage to an unfaithful wife.","
    Director:
John Curran
| 
    Stars:
Naomi Watts, 
Edward Norton, 
Liev Schreiber, 
Catherine An
",90212.0,125.0,8.06,Low,1,0,0
1495,Beirut,(2018),"
Action, Crime, Drama            ",6.5,"
Caught in the crossfires of civil war, CIA operatives must send a former U.S. diplomat to negotiate for the life of a friend he left behind.","
    Director:
Brad Anderson
| 
    Stars:
Jon Hamm, 
Jay Potter, 
Khalid Benchagra, 
Ania Josse
",20085.0,110.0,5.02,Low,1,0,0
1497,An Interview with God,(2018),"
Drama, Mystery            ",5.8,"
An up-and-coming journalist finds his world and faith increasingly challenged when he's granted the interview of a lifetime - with someone who claims to be God.","
    Director:
Perry Lang
| 
    Stars:
David Strathairn, 
Brenton Thwaites, 
Yael Grobglas, 
Charlbi Dean
",3470.0,97.0,1.25,Low,1,0,0
1508,Into the Forest,(2015),"
Drama, Thriller            ",5.8,"
After a massive power outage, two sisters learn to survive on their own in their isolated woodland home.","
    Director:
Patricia Rozema
| 
    Stars:
Elliot Page, 
Evan Rachel Wood, 
Max Minghella, 
Callum Keith Rennie
",19853.0,101.0,0.01,Low,1,0,0
1510,Smurfs: The Lost Village,(2017),"
Animation, Adventure, Comedy            ",6.0,"
Annie the adventure She protected from citizens from a monsters from Ancient Greece.","
    Director:
Kelly Asbury
| 
    Stars:
Demi Lovato, 
Rainn Wilson, 
Joe Manganiello, 
Jack McBrayer
",19549.0,90.0,45.02,Low,1,0,0
1518,Kon-Tiki,(2012),"
Adventure, Biography, Drama            ",7.2,"
Legendary explorer Thor Heyerdahl's epic 4,300-mile crossing of the Pacific on a balsawood raft in 1947, in an effort to prove that it was possible for South Americans to settle in Polynesia in pre-Columbian times.","
    Directors:
Joachim Rønning, 
Espen Sandberg
| 
    Stars:
Pål Sverre Hagen, 
Anders Baasmo Christiansen, 
Gustaf Skarsgård, 
Odd-Magnus Williamson
",47166.0,118.0,1.52,Low,1,0,0
1526,A Man for All Seasons,(1966),"
Biography, Drama, History            ",7.7,"
The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.","
    Director:
Fred Zinnemann
| 
    Stars:
Paul Scofield, 
Wendy Hiller, 
Robert Shaw, 
Leo McKern
",32729.0,120.0,28.35,Low,1,0,0
1534,Million Dollar Arm,(2014),"
Biography, Drama, Sport            ",7.0,"
A sports agent stages an unconventional recruitment strategy to get talented Indian cricket players to play Major League Baseball.","
    Director:
Craig Gillespie
| 
    Stars:
Jon Hamm, 
Aasif Mandvi, 
Alan Arkin, 
Suraj Sharma
",44546.0,124.0,36.45,Low,1,0,0
1536,The Dawn Wall,(2017),"
Documentary, Biography, Sport            ",8.1,"
In an unbelievable story of perseverance, free climber Tommy Caldwell and climbing partner Kevin Jorgeson attempt to scale the impossible 3000ft Dawn Wall of El Capitan.","
    Directors:
Josh Lowell, 
Peter Mortimer
| 
    Stars:
John Branch, 
Tommy Caldwell, 
Kevin Jorgeson
",16824.0,100.0,1.08,Low,1,0,0
1543,Big Game,(2014),"
Action, Adventure            ",5.4,"
A young teenager camping in the woods helps rescue the President of the United States when Air Force One is shot down near his campsite.","
    Director:
Jalmari Helander
| 
    Stars:
Samuel L. Jackson, 
Onni Tommila, 
Ray Stevenson, 
Victor Garber
",31914.0,90.0,0.02,Low,1,0,0
1544,The Bookshop,(2017),"
Drama            ",6.5,"
England 1959. In a small East Anglian town, Florence Green decides, against polite but ruthless local opposition, to open a bookshop.","
    Director:
Isabel Coixet
| 
    Stars:
Emily Mortimer, 
Bill Nighy, 
Hunter Tremayne, 
Honor Kneafsey
",13939.0,113.0,1.33,Low,1,0,0
1547,D-Tox,(2002),"
Crime, Thriller            ",5.3,"
A lead detective being stalked by a serial killer is asked to check into a clinic treating law enforcement officials who can't face their jobs.","
    Director:
Jim Gillespie
| 
    Stars:
Sylvester Stallone, 
Charles S. Dutton, 
Polly Walker, 
Kris Kristofferson
",25639.0,96.0,0.08,Low,1,0,0
1564,A United Kingdom,(2016),"
Biography, Drama, History            ",6.9,"
The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil.","
    Director:
Amma Asante
| 
    Stars:
David Oyelowo, 
Rosamund Pike, 
Tom Felton, 
Jack Davenport
",15365.0,111.0,3.9,Low,1,0,0
1570,Naissance des pieuvres,(2007),"
Drama, Romance            ",6.7,"
After meeting at a local pool over their summer break, a love triangle forms between three adolescent girls, which proves difficult to sustain as they each desire the love of another.","
    Director:
Céline Sciamma
| 
    Stars:
Pauline Acquart, 
Louise Blachère, 
Adèle Haenel, 
Warren Jacquin
",10813.0,85.0,0.08,Low,1,0,0
1573,Jue di tao wang,(2016),"
Action, Adventure, Comedy            ",5.7,"
A detective from Hong Kong teams up with an American gambler to battle against a notorious Chinese criminal.","
    Director:
Renny Harlin
| 
    Stars:
Jackie Chan, 
Johnny Knoxville, 
Bingbing Fan, 
Eric Tsang
",19872.0,107.0,0.0,Low,1,0,0
1574,The Hurricane Heist,(2018),"
Action, Adventure, Crime            ",5.1,"
Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.","
    Director:
Rob Cohen
| 
    Stars:
Toby Kebbell, 
Maggie Grace, 
Ryan Kwanten, 
Ralph Ineson
",19776.0,103.0,6.12,Low,1,0,0
1585,The Night Before,(II) (2015),"
Comedy, Fantasy            ",6.4,"
On Christmas Eve, three lifelong friends spend the night in New York City looking for the Holy Grail of Christmas parties.","
    Director:
Jonathan Levine
| 
    Stars:
Joseph Gordon-Levitt, 
Seth Rogen, 
Jillian Bell, 
Lizzy Caplan
",68503.0,101.0,43.04,Low,1,0,0
1594,Laggies,(2014),"
Comedy, Drama, Romance            ",6.4,"
In the throes of a quarter-life crisis, Megan panics when her boyfriend proposes, then, taking an opportunity to escape for a week, hides out in the home of her new friend, 16-year-old Annika, who lives with her world-weary single dad.","
    Director:
Lynn Shelton
| 
    Stars:
Keira Knightley, 
Chloë Grace Moretz, 
Sam Rockwell, 
Mark Webber
",42740.0,99.0,0.44,Low,1,0,0
1608,Mark Felt: The Man Who Brought Down the White House,(2017),"
Biography, Drama, History            ",6.4,"
The story of Mark Felt, who under the name ""Deep Throat"" helped journalists Bob Woodward and Carl Bernstein uncover the Watergate scandal in 1972.","
    Director:
Peter Landesman
| 
    Stars:
Liam Neeson, 
Diane Lane, 
Marton Csokas, 
Tony Goldwyn
",12491.0,103.0,0.77,Low,1,0,0
1609,Forces spéciales,(2011),"
Action, Drama, War            ",6.4,"
A French journalist in Afghanistan is kidnapped by the Taliban.","
    Director:
Stéphane Rybojad
| 
    Stars:
Diane Kruger, 
Djimon Hounsou, 
Benoît Magimel, 
Denis Ménochet
",18275.0,109.0,0.01,Low,1,0,0
1610,Death Warrant,(1990),"
Action, Crime, Mystery            ",5.7,"
In a violent and corrupt prison, decorated cop Louis Burke must infiltrate the jail to find answers to a number of inside murders. What he finds is a struggle of life and death tied in to his own past.","
    Director:
Deran Sarafian
| 
    Stars:
Jean-Claude Van Damme, 
Robert Guillaume, 
Cynthia Gibb, 
George Dickerson
",17926.0,89.0,16.85,Low,1,0,0
1612,Beyond a Reasonable Doubt,(2009),"
Crime, Drama, Mystery            ",5.9,"
Remake of the 1956 film noir film ""Beyond a Reasonable Doubt"" in which a writer's plan to expose a corrupt district attorney takes an unexpected turn.","
    Director:
Peter Hyams
| 
    Stars:
Jesse Metcalfe, 
Amber Tamblyn, 
Michael Douglas, 
Joel David Moore
",12570.0,106.0,0.03,Low,1,0,0
1628,The Warrior's Way,(2010),"
Action, Fantasy, Western            ",6.3,"
A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.","
    Director:
Sngmoo Lee
| 
    Stars:
Jang Dong-Gun, 
Kate Bosworth, 
Geoffrey Rush, 
Danny Huston
",25758.0,100.0,5.66,Low,1,0,0
1680,King Cobra,(2016),"
Crime, Drama            ",5.6,"
Veteran gay pornography producer Stephen battles two rival producers over the rights to his underage porn star creation, Brent Corrigan, with deadly results.","
    Director:
Justin Kelly
| 
    Stars:
Garrett Clayton, 
Christian Slater, 
Molly Ringwald, 
James Kelley
",8572.0,91.0,0.03,Low,1,0,0
1685,Mirai no Mirai,(2018),"
Animation, Adventure, Drama            ",7.0,"
A young boy encounters a magical garden which enables him to travel through time and meet his relatives from different eras, with guidance by his younger sister from the future.","
    Director:
Mamoru Hosoda
| 
    Stars:
Rebecca Hall, 
Daniel Dae Kim, 
John Cho, 
Crispin Freeman
",13651.0,98.0,0.81,Low,1,0,0
1686,Skjelvet,(2018),"
Action, Drama, Thriller            ",6.2,"
In 1904 an earthquake of magnitude 5.4 on the Richter scale shook Oslo, with an epicenter in the ""Oslo Graben"" which runs under the Norwegian capital. There are now signs that indicate that we can expect a major future earthquake in Oslo.","
    Director:
John Andreas Andersen
| 
    Stars:
Kristoffer Joner, 
Ane Dahl Torp, 
Edith Haagenrud-Sande, 
Kathrine Thorborg Johansen
",10622.0,106.0,0.01,Low,1,0,0
1687,Drinking Buddies,(2013),"
Comedy, Drama, Romance            ",6.1,"
Luke and Kate are coworkers at a brewery who spend their nights drinking and flirting heavily. One weekend away together with their significant others proves who really belongs together and who doesn't.","
    Director:
Joe Swanberg
| 
    Stars:
Olivia Wilde, 
Jake Johnson, 
Anna Kendrick, 
Ron Livingston
",56754.0,90.0,0.34,Low,1,0,0
1700,Ala Vaikunthapurramuloo,(2020),"
Action, Comedy, Drama            ",7.3,"
Fate plays a vital role in connecting the life of Bantu, a son who seeks validation from his cold-hearted father with the life of Raj, whose millionaire father wishes that he was more assertive.","
    Director:
Trivikram Srinivas
| 
    Stars:
Allu Arjun, 
Pooja Hegde, 
Tabu, 
Jayaram
",10091.0,163.0,4.7,Low,1,0,0
1740,Jui kuen II,(1994),"
Action, Comedy            ",7.6,"
A young martial artist is caught between respecting his pacifist father's wishes or stopping a group of disrespectful foreigners from stealing precious artifacts.","
    Directors:
Chia-Liang Liu, 
Jackie Chan
| 
    Stars:
Jackie Chan, 
Ho-Sung Pak, 
Lung Ti, 
Anita Mui
",44060.0,102.0,11.55,Low,1,0,0
1746,The Last Legion,(2007),"
Action, Adventure, War            ",5.4,"
As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters.","
    Director:
Doug Lefler
| 
    Stars:
Colin Firth, 
Ben Kingsley, 
Aishwarya Rai Bachchan, 
Peter Mullan
",34726.0,101.0,5.93,Low,1,0,0
1747,Thumbelina,(1994),"
Animation, Family, Fantasy            ",6.4,"
This retelling of the Hans Christian Andersen classic fairy tale has the digit-sized heroine evading the clutches of various toads, moles, and beetles before she can proceed with her courtship with her dream lover, Prince Cornelius.","
    Directors:
Don Bluth, 
Gary Goldman
| 
    Stars:
Jodi Benson, 
Gary Imhoff, 
Gino Conforti, 
Barbara Cook
",16055.0,86.0,11.37,Low,1,0,0
1758,Other People,(I) (2016),"
Comedy, Drama            ",6.8,"
A struggling comedy writer, fresh off a breakup and in the midst of the worst year of his life, returns to Sacramento to care for his dying mother.","
    Director:
Chris Kelly
| 
    Stars:
Jesse Plemons, 
Molly Shannon, 
Bradley Whitford, 
Maude Apatow
",10487.0,97.0,0.09,Low,1,0,0
1762,Celeste & Jesse Forever,(2012),"
Comedy, Drama, Romance            ",6.6,"
A divorcing couple tries to maintain their friendship while they both pursue other people.","
    Director:
Lee Toland Krieger
| 
    Stars:
Rashida Jones, 
Andy Samberg, 
Elijah Wood, 
Emma Roberts
",30382.0,92.0,3.09,Low,1,0,0
1788,Racing Stripes,(2005),"
Adventure, Comedy, Drama            ",5.2,"
An abandoned zebra grows up believing he is a racehorse, and, with the help of his barnyard friends and a teenage girl, sets out to achieve his dream of racing with thoroughbreds.","
    Director:
Frederik Du Chau
| 
    Stars:
Frankie Muniz, 
David Spade, 
Snoop Dogg, 
Bruce Greenwood
",16506.0,102.0,49.77,Low,1,0,0
1813,Middle School: The Worst Years of My Life,(2016),"
Animation, Comedy, Family            ",6.1,"
After his principal (Andy Daly) destroys his sketchbook, Rafe (Griffin Gluck) and his best friend Leo (Thomas Barbusca) decide to ""destroy his book"" and break every rule in the school's Code of Conduct.","
    Director:
Steve Carr
| 
    Stars:
Griffin Gluck, 
Lauren Graham, 
Alexa Nisenson, 
Andrew Daly
",8256.0,92.0,19.99,Low,1,0,0
1832,People Like Us,(2012),"
Comedy, Drama            ",7.1,"
While settling his recently deceased father's estate, a salesman discovers he has a sister whom he never knew about, leading both siblings to re-examine their perceptions about family and life choices.","
    Director:
Alex Kurtzman
| 
    Stars:
Chris Pine, 
Elizabeth Banks, 
Michelle Pfeiffer, 
Olivia Wilde
",42162.0,114.0,12.41,Low,1,0,0
1835,Dilwale,(2015),"
Action, Comedy, Drama            ",5.1,"
The siblings of two estranged lovers fall for each other, unaware of the violent past that drove them apart.","
    Director:
Rohit Shetty
| 
    Stars:
Shah Rukh Khan, 
Kajol, 
Varun Dhawan, 
Kriti Sanon
",32707.0,158.0,4.83,Low,1,0,0
